Category Head,Hierarchy 2,Hierarchy 3,Strategic Pillar,Part Code,Product Name,MSP Rashi,MSP Supertron,MRP Rashi,MRP Supertron,Rashi Available,Supertron Available,GTM Matrix,Warranty,Remarks,Key Features,Short Description,Long Description,Final Price,Price Source,Lowest Online,Price Notes,Image
PW & Music,Tablet Keyboards Group,Tablet Keyboards Type,Mobility,920-012767,Logitech Combo Touch iPad Pro 11-inch (M4) - GRAPHITE - US - AMR+AP-425,13587,NA,24295,NA,YES,NO,Dual,1 Year,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech Combo Touch iPad Pro 11-inch (M4) AMR+AP - Premium Logitech keyboard designed for comfort and performance.,"The Logitech Combo Touch iPad Pro 11-inch (M4) AMR+AP is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",19495,Amazon,20495,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794366/Logitech/Products/Logitech_Combo_Touch_iPad_Pro_11-inch_M4_-_GRAPHITE_-_US_-_AMR_AP-425.webp
PW & Music,Pc Keyboards & Combos Group,Living Room Keyboards Type,Mainstream Upsell,920-007165,Logitech® Wireless Touch Keyboard K400 Plus - DARK - US - APANZ-122,2627,NA,4595,NA,YES,NO,Dual,1 Year,Revised in (Q1'FY26),Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech® Wireless Touch Keyboard K400 Plus - DARK APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech® Wireless Touch Keyboard K400 Plus - DARK APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",4320,Amazon,4520,Undercut,
PW & Music,Tablet Keyboards Group,Tablet Keyboards Type,Mobility,920-012662,Logitech Combo Touch for iPad Pro 13-inch (M4) - GRAPHITE - US - AMR+AP-425,15581,NA,26995,NA,YES,NO,Dual,1 Year,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech Combo Touch for iPad Pro 13-inch (M4) AMR+AP - Premium Logitech keyboard designed for comfort and performance.,"The Logitech Combo Touch for iPad Pro 13-inch (M4) AMR+AP is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",28990,Amazon,29990,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794364/Logitech/Products/Logitech_Combo_Touch_for_iPad_Pro_13-inch_M4_-_GRAPHITE_-_US_-_AMR_AP-425.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Pro,920-009396,Logitech G PRO Mechanical Gaming Keyboard - BLACK - US - APANZ-122,6946,NA,12895,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G PRO Mechanical Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech G PRO Mechanical Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",7085,MSP+2%,5299,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794373/Logitech/Products/Logitech_G_PRO_Mechanical_Gaming_Keyboard_-_BLACK_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-012944,Logitech G915 X Low Profile Wired Gaming Keyboard - BLACK - US - APANZ-122,10618,NA,17995,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G915 X Low Profile Wired Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech G915 X Low Profile Wired Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",18995,Amazon,19995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794385/Logitech/Products/Logitech_G915_X_Low_Profile_Wired_Gaming_Keyboard_-_BLACK_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-012912,Logitech G515 TKL Wired Gaming Keyboard - BLACK - US - APANZ-122,6252,NA,9595,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G515 TKL Wired Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech G515 TKL Wired Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",6377,MSP+2%,5299,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794383/Logitech/Products/Logitech_G515_TKL_Wired_Gaming_Keyboard_-_BLACK_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-008949,"G512 Carbon RGB Mechanical Gaming Keyboard, GX Blue (Clicky) - CARBON - US - APANZ-122",5954,NA,10795,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,"G512 Carbon RGB Mechanical Gaming Keyboard, GX Blue (Clicky) - CARBON APANZ - Premium Logitech keyboard designed for comfort and performance.","The G512 Carbon RGB Mechanical Gaming Keyboard, GX Blue (Clicky) - CARBON APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",6073,MSP+2%,5299,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794329/Logitech/Products/G512_Carbon_RGB_Mechanical_Gaming_Keyboard_GX_Blue_Clicky_-_CARBON_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-009354,Logitech G512 CARBON LIGHTSYNC RGB  Mechanical Gaming Keyboard with GX Brown switches - CARBON - US - APANZ-122,5954,NA,10795,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G512 CARBON LIGHTSYNC RGB Mechanical Gaming Keyboard with GX Brown switches - CARBON APANZ - Premium Logitech keyboard designed for comfort a,"The Logitech G512 CARBON LIGHTSYNC RGB Mechanical Gaming Keyboard with GX Brown switches - CARBON APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",8495,Amazon,8995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794380/Logitech/Products/Logitech_G512_CARBON_LIGHTSYNC_RGB_Mechanical_Gaming_Keyboard_with_GX_Brown_switches_-_CARBON_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-010859,"G413 SE - BLACK - US - USB - N/A - APANZ-122 - INDIA, TACTILE SWITCH",4148,NA,8395,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,"G413 SE USB 122 IA, TACTILE SWITCH - Premium Logitech keyboard designed for comfort and performance.","The G413 SE USB 122 IA, TACTILE SWITCH is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",5495,Amazon,5995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794315/Logitech/Products/G413_SE_-_BLACK_-_US_-_USB_-_N_A_-_APANZ-122_-_INDIA_TACTILE_SWITCH.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-010860,"G413 TKL SE - BLACK - US - USB - N/A - APANZ-122 - INDIA, TACTILE SWITCH",3870,NA,7395,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,"G413 TKL SE USB 122 IA, TACTILE SWITCH - Premium Logitech keyboard designed for comfort and performance.","The G413 TKL SE USB 122 IA, TACTILE SWITCH is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",5495,Amazon,5995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794318/Logitech/Products/G413_TKL_SE_-_BLACK_-_US_-_USB_-_N_A_-_APANZ-122_-_INDIA_TACTILE_SWITCH.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wired Core,920-008096,G213 Prodigy Gaming Keyboard - N/A - US - APANZ-122,2927,2928,5295,5295,YES,YES,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,G213 Prodigy Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The G213 Prodigy Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",4799,Amazon,5299,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794307/Logitech/Products/G213_Prodigy_Gaming_Keyboard_-_N_A_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wireless Core,920-012680,LOGITECH G915 X LIGHTSPEED Low-Profile Wireless Gaming Keyboard - BLACK - US - APANZ-122,13893,NA,24995,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,LOGITECH G915 X LIGHTSPEED Low-Profile Wireless Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The LOGITECH G915 X LIGHTSPEED Low-Profile Wireless Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",18995,Amazon,19995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794351/Logitech/Products/LOGITECH_G915_X_LIGHTSPEED_Low-Profile_Wireless_Gaming_Keyboard_-_BLACK_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wireless Core,920-012726,Logitech G915 X LIGHTSPEED TKL Low-Profile Wireless Gaming Keyboard - BLACK - US - APANZ-122,12999,NA,23995,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G915 X LIGHTSPEED TKL Low-Profile Wireless Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech G915 X LIGHTSPEED TKL Low-Profile Wireless Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",18995,Amazon,19995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794384/Logitech/Products/Logitech_G915_X_LIGHTSPEED_TKL_Low-Profile_Wireless_Gaming_Keyboard_-_BLACK_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wireless Core,920-012580,Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard - BLACK - US - APANZ-122,7939,NA,14195,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9199,Amazon,9699,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794381/Logitech/Products/Logitech_G515_LIGHTSPEED_TKL_Wireless_Gaming_Keyboard_-_BLACK_-_US_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Keyboard Type,Wireless Core,920-012581,Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard - WHITE - US - APANZ-122,7939,NA,14195,NA,YES,NO,Dual,2 Years,-,Comfortable typing | Durable keys | Wireless connectivity | Long battery life | Multi-device support | Quiet operation,Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard APANZ - Premium Logitech keyboard designed for comfort and performance.,"The Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard APANZ is a high-quality keyboard from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this keyboard delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9199,Amazon,9699,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794382/Logitech/Products/Logitech_G515_LIGHTSPEED_TKL_Wireless_Gaming_Keyboard_-_WHITE_-_US_-_APANZ-122.webp
