Category Head,Hierarchy 2,Hierarchy 3,Strategic Pillar,Part Code,Product Name,MSP Rashi,MSP Supertron,MRP Rashi,MRP Supertron,Rashi Available,Supertron Available,GTM Matrix,Warranty,Remarks,Key Features,Short Description,Long Description,Final Price,Price Source,Lowest Online,Price Notes,Image
PW & Music,Pointing Devices Group,Cordless Mice Type,Ergo,910-005449,Logitech MX Vertical Advanced Ergonomic mouse - GRAPHITE - LATA+AP-340,NA,NA,NA,NA,NO,NO,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech MX Vertical Advanced Ergonomic mouse +AP - Premium Logitech mouse designed for comfort and performance.,"The Logitech MX Vertical Advanced Ergonomic mouse +AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",749,Amazon,849,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794411/Logitech/Products/Logitech_MX_Vertical_Advanced_Ergonomic_mouse_-_GRAPHITE_-_LATA_AP-340.webp
PW & Music,Pointing Devices Group,Cordless Mice Type,MX,910-006562,Logitech MX Master 3S Performance Wireless Mouse - PALE GREY - APANZ-122,7244,7244,12495,12495,YES,YES,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech MX Master 3S Performance Wireless Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech MX Master 3S Performance Wireless Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",7389,MSP+2%,499,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794407/Logitech/Products/Logitech_MX_Master_3S_Performance_Wireless_Mouse_-_PALE_GREY_-_APANZ-122.webp
PW & Music,Pointing Devices Group,Cordless Mice Type,MX,910-006574,Logitech MX Master 3S For Mac Performance Wireless Mouse - PALE GREY - APANZ-122,7244,7244,10995,12495,YES,YES,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech MX Master 3S For Mac Performance Wireless Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech MX Master 3S For Mac Performance Wireless Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",7389,MSP+2%,618,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794404/Logitech/Products/Logitech_MX_Master_3S_For_Mac_Performance_Wireless_Mouse_-_PALE_GREY_-_APANZ-122.webp
PW & Music,Pointing Devices Group,Cordless Mice Type,MX,910-006932,MX Anywhere 3S - GRAPHITE - LATA+AP-340,4763,4704,9225,9225,YES,YES,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,MX Anywhere 3S +AP - Premium Logitech mouse designed for comfort and performance.,"The MX Anywhere 3S +AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",6490,Amazon,6990,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794465/Logitech/Products/MX_Anywhere_3S_-_GRAPHITE_-_LATA_AP-340.webp
PW & Music,Pointing Devices Group,Cordless Mice Type,MX,910-006933,MX Anywhere 3S - PALE GREY - LATA+AP-340,4763,4763,9225,9225,YES,YES,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,MX Anywhere 3S +AP - Premium Logitech mouse designed for comfort and performance.,"The MX Anywhere 3S +AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",4858,MSP+2%,449,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794467/Logitech/Products/MX_Anywhere_3S_-_PALE_GREY_-_LATA_AP-340.webp
PW & Music,Pointing Devices Group,Cordless Mice Type,MX,910-006934,MX Anywhere 3S - ROSE - LATA+AP-340,4763,4763,9225,9225,YES,YES,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,MX Anywhere 3S +AP - Premium Logitech mouse designed for comfort and performance.,"The MX Anywhere 3S +AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",4858,MSP+2%,2599,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794467/Logitech/Products/MX_Anywhere_3S_-_ROSE_-_LATA_AP-340.webp
PW & Music,Pointing Devices Group,Trackball Type,Ergo,910-007261,MX Ergo S Advanced Wireless Trackball - GRAPHITE - LATA+AP-340,5730,NA,9995,NA,YES,NO,Dual,1 Year,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,MX Ergo S Advanced Wireless Trackball +AP - Premium Logitech mouse designed for comfort and performance.,"The MX Ergo S Advanced Wireless Trackball +AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",5845,MSP+2%,849,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794469/Logitech/Products/MX_Ergo_S_Advanced_Wireless_Trackball_-_GRAPHITE_-_LATA_AP-340.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-006632,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - BLACK - APANZ-122,9209,NA,16995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9393,MSP+2%,599,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794375/Logitech/Products/Logitech_G_PRO_X_SUPERLIGHT_2_LIGHTSPEED_Gaming_Mouse_-_BLACK_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-006640,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - WHITE - APANZ-122,9209,NA,16995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9393,MSP+2%,599,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794376/Logitech/Products/Logitech_G_PRO_X_SUPERLIGHT_2_LIGHTSPEED_Gaming_Mouse_-_WHITE_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-006799,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - MAGENTA - APANZ-122,9209,NA,16995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - MAGENTA 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - MAGENTA 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9393,MSP+2%,999,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794375/Logitech/Products/Logitech_G_PRO_X_SUPERLIGHT_2_LIGHTSPEED_Gaming_Mouse_-_MAGENTA_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-007359,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - MAGENTA - APANZ-122,9209,NA,17995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - MAGENTA 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Gaming Mouse - MAGENTA 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9393,MSP+2%,999,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794375/Logitech/Products/Logitech_G_PRO_X_SUPERLIGHT_2_LIGHTSPEED_Gaming_Mouse_-_MAGENTA_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-007359,PRO X SUPERLIGHT 2 DEX - BLACK - 2.4GHZ - N/A - APANZ-122 - #122,9202,NA,17995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,PRO X SUPERLIGHT 2 DEX - 2.4GHZ 122 - #122 - Premium Logitech mouse designed for comfort and performance.,"The PRO X SUPERLIGHT 2 DEX - 2.4GHZ 122 - #122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",12995,Amazon,13995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794485/Logitech/Products/PRO_X_SUPERLIGHT_2_DEX_-_BLACK_-_2.4GHZ_-_N_A_-_APANZ-122_-_122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-007367,PRO X SUPERLIGHT 2 DEX - WHITE - APANZ-122,9202,NA,17995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,PRO X SUPERLIGHT 2 DEX 122 - Premium Logitech mouse designed for comfort and performance.,"The PRO X SUPERLIGHT 2 DEX 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",12995,Amazon,13995,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794488/Logitech/Products/PRO_X_SUPERLIGHT_2_DEX_-_WHITE_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-007375,PRO X SUPERLIGHT 2 DEX - PINK - APANZ-122,9202,NA,17995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,PRO X SUPERLIGHT 2 DEX 122 - Premium Logitech mouse designed for comfort and performance.,"The PRO X SUPERLIGHT 2 DEX 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9386,MSP+2%,4101,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794486/Logitech/Products/PRO_X_SUPERLIGHT_2_DEX_-_PINK_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Pro,910-007297,PRO 2 LIGHTSPEED Wireless Mouse - BLACK - APANZ-122,7839,NA,13995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,PRO 2 LIGHTSPEED Wireless Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The PRO 2 LIGHTSPEED Wireless Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",7996,MSP+2%,599,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794484/Logitech/Products/PRO_2_LIGHTSPEED_Wireless_Mouse_-_BLACK_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wired Core,910-006140,G502 X Gaming Mouse - BLACK - APANZ-122,3920,3920,8395,8395,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 X Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 X Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",3998,MSP+2%,499,MSP too high to undercut,
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wired Core,910-006148,G502 X Gaming Mouse - WHITE - APANZ-122,3920,3920,8395,8395,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 X Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 X Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",3998,MSP+2%,499,MSP too high to undercut,
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wired Core,910-005472,G502 HERO High Performance Gaming Mouse - N/A - APANZ-122,2382,2382,5495,5495,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 HERO High Performance Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 HERO High Performance Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",2430,MSP+2%,499,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794324/Logitech/Products/G502_HERO_High_Performance_Gaming_Mouse_-_N_A_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wired Core,910-004070,Logitech® G402 Hyperion Fury FPS Gaming Mouse - N/A - APANZ-122,1885,1886,3395,3395,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech® G402 Hyperion Fury FPS Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The Logitech® G402 Hyperion Fury FPS Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",1923,MSP+2%,599,MSP too high to undercut,
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wired Core,910-005790,Logitech G203 LIGHTSYNC Gaming Mouse - BLACK - CAN+AP-276,1092,1092,2295,2295,YES,YES,Offline,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech G203 LIGHTSYNC Gaming Mouse - CAN+AP - Premium Logitech mouse designed for comfort and performance.,"The Logitech G203 LIGHTSYNC Gaming Mouse - CAN+AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",1999,Amazon,2199,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794378/Logitech/Products/Logitech_G203_LIGHTSYNC_Gaming_Mouse_-_BLACK_-_CAN_AP-276.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wired Core,910-005791,Logitech G203 LIGHTSYNC Gaming Mouse - WHITE - CAN+AP-276,1092,1092,2295,2295,YES,YES,Offline,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech G203 LIGHTSYNC Gaming Mouse - CAN+AP - Premium Logitech mouse designed for comfort and performance.,"The Logitech G203 LIGHTSYNC Gaming Mouse - CAN+AP is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",1999,Amazon,2199,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794379/Logitech/Products/Logitech_G203_LIGHTSYNC_Gaming_Mouse_-_WHITE_-_CAN_AP-276.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-006164,G502 X PLUS - LIGHTSPEED Wireless RGB Gaming Mouse - BLACK/PREMIUM - APANZ-122,9209,9209,17495,17495,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 X PLUS - LIGHTSPEED Wireless RGB Gaming Mouse /PREMIUM 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 X PLUS - LIGHTSPEED Wireless RGB Gaming Mouse /PREMIUM 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9393,MSP+2%,5995,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794327/Logitech/Products/G502_X_PLUS_-_LIGHTSPEED_Wireless_RGB_Gaming_Mouse_-_BLACK_PREMIUM_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-006173,G502 X PLUS - LIGHTSPEED Wireless RGB Gaming Mouse - WHITE/PREMIUM - APANZ-122,9209,9209,17495,17495,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 X PLUS - LIGHTSPEED Wireless RGB Gaming Mouse /PREMIUM 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 X PLUS - LIGHTSPEED Wireless RGB Gaming Mouse /PREMIUM 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",9393,MSP+2%,5995,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794328/Logitech/Products/G502_X_PLUS_-_LIGHTSPEED_Wireless_RGB_Gaming_Mouse_-_WHITE_PREMIUM_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-006182,G502 X LIGHTSPEED Wireless Gaming Mouse - BLACK/CORE - APANZ-122,8633,8633,15295,15295,YES,YES,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 X LIGHTSPEED Wireless Gaming Mouse /CORE 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 X LIGHTSPEED Wireless Gaming Mouse /CORE 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",8806,MSP+2%,1149,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794326/Logitech/Products/G502_X_LIGHTSPEED_Wireless_Gaming_Mouse_-_BLACK_CORE_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-005569,G502 LIGHTSPEED Wireless Gaming Mouse - N/A - APANZ-122,4952,NA,12895,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G502 LIGHTSPEED Wireless Gaming Mouse 122 - Premium Logitech mouse designed for comfort and performance.,"The G502 LIGHTSPEED Wireless Gaming Mouse 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",5051,MSP+2%,599,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794324/Logitech/Products/G502_LIGHTSPEED_Wireless_Gaming_Mouse_-_N_A_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-007201,G309 LIGHTSPEED - BLACK - APANZ-122,4456,NA,8995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G309 LIGHTSPEED 122 - Premium Logitech mouse designed for comfort and performance.,"The G309 LIGHTSPEED 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",7195,Amazon,7695,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794311/Logitech/Products/G309_LIGHTSPEED_-_BLACK_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-007209,G309 LIGHTSPEED - WHITE - APANZ-122,4456,NA,8995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,G309 LIGHTSPEED 122 - Premium Logitech mouse designed for comfort and performance.,"The G309 LIGHTSPEED 122 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",4545,MSP+2%,699,MSP too high to undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794311/Logitech/Products/G309_LIGHTSPEED_-_WHITE_-_APANZ-122.webp
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,910-006041,Logitech® G305 LIGHTSPEED Wireless Gaming Mouse - BLACK - AMR-403,1885,NA,3795,NA,YES,NO,Offline,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Logitech® G305 LIGHTSPEED Wireless Gaming Mouse 403 - Premium Logitech mouse designed for comfort and performance.,"The Logitech® G305 LIGHTSPEED Wireless Gaming Mouse 403 is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",1923,MSP+2%,599,MSP too high to undercut,
Gaming & S&C,Gaming Pc Group,Gaming Mice Type,Wireless Core,947-000004,Power Play 2 Wireless Charging Pad,6748,NA,13995,NA,YES,NO,Dual,2 Years,-,Precision tracking | Ergonomic design | Wireless connectivity | Long battery life | Multi-device support | Programmable buttons,Power Play 2 Wireless Charging Pad - Premium Logitech mouse designed for comfort and performance.,"The Power Play 2 Wireless Charging Pad is a high-quality mouse from Logitech, built with precision engineering and user comfort in mind. Whether you're working from home, in the office, or gaming, this mouse delivers exceptional performance and reliability. Features include advanced connectivity options, durable construction, and the trusted quality that Logitech is known for. Perfect for professionals and enthusiasts alike who demand the best from their peripherals.",25831,Amazon,26831,Undercut,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767794501/Logitech/Products/Power_Play_2_Wireless_Charging_Pad.webp
